order_item_id,order_id,product_id,quantity,price
87,100228,21971,1,2456.04
88,109089,23077,4,40852.8
89,152867,16184,3,118678.81
90,55399,39640,1,144788.29
91,45625,41596,4,51323.78
92,86625,1850,5,102296.21
93,86842,13352,2,55882.9
94,137105,47494,1,141797.22
95,40765,3846,3,184562.53
96,22960,35743,4,120429.57
97,103510,18149,1,33144.37
98,186391,27591,5,136559.18
99,79676,6401,5,32414.62
100,73642,19835,2,99289.31
101,184653,14901,4,119270.03
102,103682,9348,2,56811.28
103,21230,32735,1,190005.36
104,97040,16690,2,117393.33
105,58132,24762,2,91058.26
106,99664,18980,5,95773.7
107,114071,26350,5,36569.32
108,191789,26752,2,97091.16
109,113029,19240,5,62994.17
110,29844,3881,3,197600.39
111,83365,2569,5,199525.24
112,151767,27050,4,4550.66
113,126577,40742,5,185290.7
114,125179,20104,3,68909.7
115,122864,4944,3,131793.98
116,96820,34014,4,53173.12
117,2325,47069,3,185842.41
118,138297,14684,1,15005.57
119,182599,42549,5,20449.33
120,107874,27554,5,115028.23
121,34138,37705,2,187012.92
122,190706,20859,2,49429.37
123,178637,18818,1,44115.44
124,23730,28984,2,101064.59
125,165754,7847,2,18751.23
126,170886,20670,4,6432.47
127,55831,16756,2,42472.44
128,60397,23562,4,177034.81
129,80629,7552,3,163767.0
130,4908,40720,4,136414.32
131,104165,24541,5,89237.32
132,139011,13492,3,127455.37
133,17634,18700,5,24075.32
134,115667,17817,2,36664.09
135,31589,347,1,7103.48
136,123462,43475,3,110476.5
137,27614,17744,1,19074.28
138,83813,29945,1,157355.26
139,7736,13385,3,111875.45
140,56653,8129,2,33367.34
141,67816,9485,4,41597.91
142,47053,28735,5,1445.89
143,1835,1558,3,137051.13
144,171138,9946,1,25327.61
145,152668,40551,3,87993.61
146,189657,44612,1,122358.3
147,184168,6125,5,191101.04
148,41248,43879,2,2127.77
149,57333,8773,3,74306.98
150,189679,20713,1,67193.74
151,12148,24215,2,133868.09
152,142045,146,3,14506.24
153,40578,12726,1,6246.53
154,164539,38354,5,32667.51
155,123887,20456,2,147349.76
156,49744,24350,1,121049.41
157,146214,22193,2,72895.68
158,163898,34558,4,141823.58
159,17138,40157,5,198541.49
160,129078,26081,4,110799.41
161,157214,33145,3,162572.66
162,155263,4655,5,147978.1
163,6747,6231,3,147968.84
164,188786,40421,1,86736.09
165,69138,20138,2,23810.02
166,123753,43218,3,80802.45
167,21762,28604,5,80580.2
168,140993,289,4,43721.76
169,93782,13139,3,138524.94
170,59766,8553,5,104796.66
171,66477,4968,5,83545.11
172,46418,27252,1,115806.69
173,152452,47437,5,170771.32
174,39006,26256,5,160362.87
175,170050,20440,2,194585.92
176,168485,27706,3,13908.43
177,184645,20721,1,123285.65
178,49207,39624,2,73700.95
179,137961,48769,1,102656.75
180,8010,15488,3,184067.15
181,148626,4603,5,164250.28
182,36780,10633,5,114229.97
183,199945,40151,1,101763.49
184,40187,25880,1,81539.94
185,14909,15175,3,60159.42
186,155815,28105,5,7353.56
187,190492,44621,3,116572.71
188,117027,39813,4,6909.88
189,34455,44667,1,25388.5
190,136104,35697,4,132397.42
191,16888,12450,1,37721.65
192,1278,42631,5,47520.7
193,122603,43270,2,22525.21
194,143145,38396,3,55495.96
195,72939,14472,2,109671.32
196,16942,41988,4,150567.75
197,65543,47452,5,17026.89
198,143236,40062,1,181792.88
199,5613,45414,3,160945.83
200,263,44563,5,4056.37
201,7770,40235,3,79305.99
202,111407,8267,5,92.26
203,192926,17216,1,107033.16
204,76957,39809,2,45731.87
205,130556,43229,3,184507.89
206,174125,26820,4,99257.69
207,193517,17984,2,70543.48
208,140535,6669,4,158595.65
209,126535,20922,2,134361.0
210,51743,4381,1,168150.14
211,165387,1904,2,138435.63
212,68929,42821,1,127668.71
213,195337,46218,1,196316.36
214,153279,45227,2,141702.78
215,193297,38467,1,67867.74
216,29981,25067,4,63067.78
217,32475,44312,3,32712.88
218,18936,3044,3,135026.82
219,61139,40533,1,87132.87
220,137830,10947,3,24293.12
221,33992,47222,5,79991.98
222,12053,42180,2,198002.45
223,47395,47800,5,43954.01
224,32507,31745,2,56696.74
225,93935,10820,4,197247.18
226,132505,43493,2,115657.02
227,137480,17176,5,145970.06
228,53600,42552,4,104196.77
229,126108,48516,4,169252.72
230,152780,18981,4,23288.96
231,65714,3381,3,21076.02
232,85368,31434,2,143981.55
233,84887,10639,5,17703.31
234,148800,40626,3,36309.52
235,77914,42415,1,109696.53
236,147658,35124,3,181649.89
237,118315,11369,1,106811.15
238,78684,2216,1,4952.5
239,184579,13673,4,139680.5
240,59870,5006,2,161423.19
241,42076,18726,5,146533.22
242,174123,32646,4,55811.68
243,32745,19762,4,53586.48
244,117715,16136,2,76594.48
245,179785,15672,1,44315.2
246,149419,26277,5,109223.1
247,44702,29527,4,55500.72
248,107642,33806,3,78182.6
249,77592,22859,3,127616.24
250,142120,36954,2,132945.93
251,192541,16344,2,42175.38
252,155780,11065,2,146931.12
253,180968,24586,1,150650.6
254,191428,43404,4,105796.98
255,138447,6669,1,4965.82
256,72051,161,2,40725.26
257,66806,9189,2,35068.85
258,102444,22383,3,1006.29
259,128354,37729,1,89044.68
260,120705,41062,3,152400.16
261,180857,18728,1,152135.88
262,173696,26632,5,50580.47
263,137439,3986,3,61746.51
264,165972,988,3,137317.54
265,117186,34329,3,2699.3
266,141212,13436,5,123232.07
267,101909,12704,3,146925.82
268,23366,24333,2,125027.48
269,45961,7093,3,155489.62
270,13533,7176,2,159469.95
271,179903,48525,2,180506.31
272,104930,46978,2,121575.89
273,120619,5446,2,127647.8
274,94308,39777,1,143777.03
275,21663,25745,2,109064.25
276,7622,6019,2,31127.19
277,69187,7252,5,67951.67
278,167623,44807,5,7151.34
279,104511,39792,1,42739.59
280,93454,46518,4,72485.06
281,24313,14815,2,83746.85
282,34306,1830,3,153972.66
283,43080,756,5,146720.05
284,131076,49496,3,179173.12
285,41119,2975,4,64143.12
286,35905,48113,3,187218.35
287,175842,36777,2,143367.0
288,39858,44030,5,70208.39
289,174122,17963,2,722.72
290,21127,252,3,171429.51
291,71003,48097,1,153337.98
292,69748,36434,3,1523.79
293,93691,31182,3,143905.04
294,148317,39713,4,180380.45
295,199262,2585,3,104830.48
296,112058,2377,2,116178.21
297,88147,32576,4,173326.27
298,39226,29368,1,40488.21
299,199325,23560,1,52161.3
300,38783,12431,3,138928.51
301,43604,14418,2,183874.6
302,86198,1517,2,48974.45
303,8546,2527,2,94310.76
304,38701,17034,4,195705.72
305,81303,22388,1,3419.95
306,112613,3240,2,185503.92
307,30417,10780,4,37038.23
308,81915,7479,2,16194.14
309,132210,12350,2,150679.45
310,99932,17905,3,77936.64
311,106400,48312,4,195137.06
312,60647,42240,5,122192.75
313,141486,34318,2,100402.22
314,53524,36759,4,86951.68
315,85257,48535,5,145738.67
316,140116,14711,2,173306.24
317,176622,2019,1,9574.62
318,119299,32268,5,3058.59
319,177790,28255,3,24666.56
320,35581,29247,4,53689.86
321,34739,23765,3,63724.47
322,33271,4195,2,30332.92
323,108516,13501,3,129739.22
324,51501,48239,3,150531.29
325,148727,16142,4,39481.54
326,12270,36853,1,54714.25
327,43220,14305,3,27121.29
328,124883,41309,1,47167.28
329,60596,6028,2,122765.19
330,105897,17619,1,169099.68
331,157504,30345,5,5908.11
332,176441,13052,2,193473.55
333,130735,40004,2,185659.23
334,7711,3923,4,110106.63
335,157156,31121,4,86787.92
336,17436,28814,1,118135.81
337,146791,5056,5,32815.61
338,46572,1435,2,47146.1
339,90514,14032,4,132246.78
340,72940,37113,2,125150.33
341,145396,34625,5,148278.52
342,107713,37980,2,183989.41
343,77430,49093,4,17004.48
344,140785,9157,3,153961.23
345,53539,23060,3,14736.75
346,41088,4128,5,105411.61
347,27122,49181,2,141709.98
348,81966,44738,4,53218.95
349,93877,10412,4,108255.57
350,151947,7738,4,69405.29
351,165068,13852,2,162211.05
352,164328,46729,3,86739.77
353,21560,35700,4,118036.44
354,148833,33613,2,81327.4
355,26460,31170,4,79145.08
356,144881,47714,2,57166.64
357,87313,26394,3,186520.04
358,104762,32545,2,179508.83
359,1042,49147,2,66392.45
360,62979,35832,2,135791.67
361,48451,22387,1,146088.04
362,83155,39676,2,130344.19
363,94521,25064,4,104259.22
364,149355,35746,2,3304.88
365,181057,37134,4,15722.49
366,106866,37738,1,169747.49
367,85980,21917,5,147056.89
368,56370,42535,3,87052.03
369,19053,24158,2,199242.74
370,158664,25185,3,6485.39
371,185269,27605,3,888.64
372,195738,35112,1,127682.92
373,78223,5852,3,87508.43
374,105390,18184,4,73102.06
375,16880,37707,2,110448.36
376,141186,21671,2,62941.64
377,55949,28903,5,22925.89
378,191427,20344,4,114226.0
379,139816,40887,3,35632.98
380,177092,19653,2,175778.34
381,21458,9156,3,150563.33
382,64960,12834,2,75447.4
383,44805,19042,5,128665.47
384,166037,1994,1,96893.84
385,49787,28897,3,5097.23
386,109237,46415,4,46920.69
387,347,3247,3,40196.91
388,186014,16945,2,184363.14
389,47849,10961,5,177657.69
390,99586,35759,4,109185.97
391,16977,48956,1,130428.79
392,37707,11582,5,104748.54
393,107109,38697,2,68139.88
394,132482,21658,1,154265.86
395,3950,8037,4,145841.37
396,50264,28969,2,91573.53
397,1983,17431,5,53757.7
398,66252,39413,4,98096.53
399,143979,30391,1,170961.54
400,186498,7693,4,65897.34
401,48778,2401,3,156962.96
402,146464,5585,1,180504.64
403,167636,20791,3,60744.29
404,55673,39672,3,198730.59
405,100754,31589,3,67880.6
406,177449,29773,4,177544.26
407,174370,35714,2,31342.9
408,183327,17867,3,120262.21
409,138428,37066,5,66186.77
410,180702,2837,1,61418.36
411,31781,38865,1,181688.35
412,80352,7377,5,187665.38
413,39915,19641,3,18509.54
414,83379,7733,5,174698.42
415,36395,31986,4,109669.47
416,51841,40868,3,104213.95
417,178408,35991,2,25591.87
418,89949,5618,1,175470.27
419,80797,39722,3,50165.6
420,42641,7924,3,90619.59
421,170730,40194,2,7225.62
422,85700,22725,3,126247.19
423,140135,21156,4,84692.48
424,114220,299,4,15760.53
425,91874,16853,2,149034.33
426,136604,28396,1,158072.74
427,142936,33502,5,195306.8
428,117587,13163,4,118563.27
429,187213,26276,2,164214.0
430,44534,19330,5,19476.91
431,92724,26269,4,117542.67
432,49073,5504,1,154928.52
433,64132,21028,3,69412.39
434,58389,2654,1,141462.18
435,36247,36401,2,15079.6
436,32199,46274,1,198966.27
437,4913,15153,4,64061.24
438,117352,15823,3,152303.85
439,89003,28937,2,115363.08
440,100687,36621,5,101225.57
441,124746,34249,1,99017.77
442,161289,7799,5,28167.7
443,182520,16417,2,78667.18
444,30569,11033,2,68289.9
445,2060,39019,3,45717.48
446,149451,40742,4,193029.58
447,75549,20214,5,158434.71
448,118674,894,4,140703.59
449,4779,24516,5,108902.41
450,151680,44248,2,119148.79
451,56740,25097,5,151382.98
452,159613,18643,4,67162.38
453,115250,43357,2,66821.75
454,64335,35369,2,7558.85
455,23416,23961,2,58359.6
456,64449,31482,3,23544.04
457,3052,36541,5,37475.16
458,85036,35918,5,15702.12
459,133953,32739,2,187327.86
460,53971,41607,4,76465.59
461,109228,17991,4,141185.21
462,167596,49829,4,182919.18
463,12744,32331,3,168163.88
464,191499,1808,1,68253.54
465,169393,3726,2,140451.92
466,62387,41608,3,70548.73
467,10619,30976,2,172510.46
468,192821,16133,3,102779.01
469,124081,1261,1,151262.6
470,17994,9109,4,31775.06
471,112404,17212,1,136348.73
472,21273,11026,5,168060.28
473,1881,33253,4,129671.21
474,185869,11190,3,104635.41
475,6518,45856,2,157710.21
476,22248,19138,1,188643.3
477,192266,29986,2,22785.94
478,42681,48416,4,164106.63
479,151093,23132,3,122212.58
480,179495,2312,5,84273.32
481,195042,33120,4,420.53
482,22196,38558,2,153659.01
483,183297,33130,1,84454.88
484,6610,32410,4,162608.03
485,25174,33781,5,123217.76
486,16743,18054,5,104017.65
487,187157,5985,5,124510.22
488,37947,6053,4,4126.16
489,21653,27534,1,182796.21
490,33944,8852,1,119374.11
491,1663,12433,2,43174.74
492,89888,32993,1,59261.02
493,65025,8516,5,35841.87
494,20828,49348,3,39838.38
495,85337,10253,4,55295.57
496,153904,3419,5,74177.47
497,99657,950,4,112801.31
498,150816,43452,5,57091.41
499,13509,37591,3,171563.33
500,152783,5895,3,73528.53
501,178610,12446,3,118155.56
502,43008,4281,1,11806.37
503,64101,28656,4,91173.4
504,19336,30233,4,28059.22
505,182323,12059,5,32180.19
506,23931,18810,2,121291.83
507,45226,34321,4,126344.4
508,166497,47948,3,89250.15
509,46845,40871,1,27092.99
510,111415,21127,5,118402.79
511,184040,3815,2,103743.49
512,162168,29237,1,96491.68
513,13522,7922,1,20346.49
514,58789,35837,3,81887.93
515,155684,2041,1,82216.3
516,159638,25843,4,178429.89
517,164138,20455,3,9054.32
518,125762,39556,3,122944.63
519,150029,41495,3,97057.11
520,26358,7799,2,65286.09
521,183106,26825,2,49082.78
522,81987,8636,5,92975.39
523,26069,46052,1,2144.09
524,79091,8348,5,174030.52
525,168161,31116,1,393.79
526,55786,44755,2,8854.6
527,73065,26337,5,44884.25
528,156241,30620,1,29666.37
529,138288,4242,3,155660.95
530,109312,41637,1,5135.92
531,61421,31725,3,176928.04
532,174826,2452,1,129200.09
533,121490,43386,3,28073.36
534,116967,9761,4,54463.53
535,44347,3699,2,10034.67
536,75157,31062,1,111536.91
537,15902,44287,4,116594.95
538,103973,2394,3,64307.34
539,122647,16990,2,55217.76
540,52570,16809,3,197395.35
541,193474,18663,2,42820.74
542,169957,8696,3,173102.23
543,88715,46519,4,136865.16
544,51187,19974,3,45755.12
545,94768,28590,4,153413.62
546,99954,38622,1,58071.43
547,126723,29909,4,190860.05
548,166827,11697,1,29819.96
549,74081,27407,3,338.87
550,81031,33216,4,85971.5
551,19119,2590,5,141975.17
552,34470,22794,4,50674.06
553,129507,30464,4,181020.41
554,99861,1263,3,137357.26
555,96915,10411,2,147657.54
556,192494,23679,1,145614.11
557,72175,12387,4,88645.93
558,87093,2743,5,48953.14
559,45102,44180,1,39466.14
560,184342,20167,2,40024.55
561,69592,26021,1,55237.45
562,107710,36665,1,44753.34
563,79256,6737,2,164657.32
564,142446,39934,3,84980.12
565,82992,49023,4,90590.22
566,91533,24265,3,95762.28
567,165873,38884,3,178346.86
568,72787,44171,4,189210.26
569,45768,33826,4,19363.22
570,21164,5976,1,117247.98
571,194742,15101,3,51636.79
572,192191,6881,2,154908.61
573,76900,16078,4,162181.63
574,53620,49407,4,110472.12
575,37965,24946,3,22275.95
576,193216,37666,1,84467.97
577,79869,9699,4,17768.26
578,62410,41353,2,110930.33
579,198681,19352,2,18030.24
580,89345,41995,4,163846.13
581,199818,26453,2,146324.67
582,88825,41481,3,5813.21
583,25175,38195,3,126129.74
584,123621,49137,4,77054.22
585,138555,12772,4,146683.63
586,67885,1748,2,426.31
587,182646,7338,2,139637.82
588,149095,48737,4,103553.96
589,132321,46439,5,43621.67
590,139543,39681,3,123160.35
591,157184,19602,5,144141.06
592,57772,38665,1,79712.54
593,55632,44081,1,60950.97
594,61582,41516,4,51989.86
595,122705,13508,3,76611.07
596,91524,6497,5,40576.61
597,182112,18530,2,44472.1
598,92540,48153,2,145583.02
599,162893,5730,1,169814.98
600,1601,7107,2,116142.11
601,33118,24985,1,121165.58
602,104130,12239,4,29491.42
603,39157,29976,2,104049.01
604,106263,32562,2,49026.99
605,65075,13586,5,31877.02
606,182696,30004,2,80998.94
607,59224,46248,1,162596.38
608,198896,23853,2,138336.73
609,55192,12919,4,116071.59
610,79934,23010,5,30521.06
611,1620,48505,4,7552.52
612,182637,12556,5,96439.22
613,198262,20969,1,35095.78
614,1752,33999,1,176248.98
615,9521,4873,5,157263.89
616,132059,16161,2,177239.81
617,89690,44902,3,85295.48
618,120241,13141,4,178714.5
619,184476,14767,4,135191.83
620,67107,24369,5,41527.14
621,154664,1848,1,23875.57
622,106545,3780,4,196257.89
623,9388,4323,4,138489.09
624,44774,44541,1,97501.8
625,116598,26724,4,144806.53
626,108076,10991,3,61061.34
627,109067,45178,5,164456.34
628,158466,9902,2,102728.56
629,16373,40350,3,41064.09
630,184846,2011,1,17944.89
631,130416,38549,2,97920.2
632,163041,48955,2,20191.34
633,95143,15312,1,87959.81
634,175813,31075,5,42917.04
635,10284,48511,2,65691.38
636,196749,37742,1,120886.64
637,90491,11327,4,125026.41
638,49482,20645,4,51467.95
639,186734,10831,4,26369.01
640,168445,36275,2,152751.81
641,115273,35958,4,120641.02
642,68023,22092,5,150119.28
643,5290,19371,4,144086.39
644,113322,35415,4,12104.56
645,169542,48634,1,83345.75
646,147247,45406,5,146581.87
647,66625,20562,4,102131.84
648,149387,8911,2,49498.74
649,85555,32110,3,106606.53
650,122701,24189,2,160830.49
651,180958,21071,4,31591.89
652,135212,1410,3,154160.05
653,142921,14878,4,16883.29
654,950,9938,2,105656.12
655,61830,18219,5,86386.29
656,3578,23393,3,107468.24
657,41748,33518,4,35555.31
658,115564,32425,2,133196.46
659,192484,36107,5,47684.61
660,190105,8921,1,157219.6
661,53351,6985,2,159788.17
662,5316,380,2,109748.49
663,62372,25630,4,6561.99
664,154566,10240,3,23879.14
665,87596,49857,1,6971.28
666,169022,12616,3,85224.37
667,181127,15003,1,145394.25
668,187099,15825,5,100552.89
669,181503,15808,5,59144.06
670,139956,28938,2,155334.26
671,170480,42433,1,45590.03
672,123534,15270,2,66884.93
673,28549,30579,1,32601.05
674,62466,17608,1,65935.91
675,13497,43362,3,67000.35
676,191024,3382,1,138583.49
677,140520,35389,4,14490.65
678,195294,25861,4,127608.28
679,159055,5712,1,145337.02
680,185846,16610,4,21567.13
681,62257,34898,4,178736.4
682,147708,38014,1,132186.17
683,53006,22038,1,75826.91
684,129969,42739,3,137463.18
685,83051,21342,1,80305.69
686,41032,39811,2,141206.65
687,119993,20810,2,122023.58
688,105003,17337,5,104195.28
689,140991,10921,5,5664.82
690,3721,17499,2,87801.86
691,132174,254,3,72427.82
692,141201,45372,4,16974.86
693,128489,2314,4,47553.91
694,54754,41120,4,134715.61
695,98761,48001,5,154375.58
696,149478,6270,4,26522.86
697,43513,28545,5,170790.4
698,101662,8827,1,35268.15
699,1588,45867,1,36568.18
700,25293,14134,3,40498.43
701,80674,15305,1,35646.39
702,119180,18739,2,197176.69
703,135483,20071,4,93847.58
704,105679,13148,4,16217.91
705,49021,36308,1,161057.95
706,48713,32996,1,6678.09
707,128300,16186,1,189076.66
708,70111,43724,2,57495.04
709,101096,12544,4,54231.13
710,21909,34387,4,94997.66
711,86519,27819,4,168769.78
712,124343,5031,2,123049.82
713,188173,17495,4,85113.43
714,112313,772,4,199008.94
715,123617,34648,5,59369.18
716,52636,34813,5,153268.25
717,180045,24974,3,11413.81
718,83916,4688,3,192397.39
719,71611,6033,3,5710.74
720,116252,49454,3,145839.44
721,86564,31702,3,159137.86
722,137211,9772,3,189932.49
723,180920,49975,4,157592.48
724,155777,26320,2,93262.89
725,126687,13605,3,9688.63
726,107112,438,4,36090.14
727,147411,39603,2,162992.43
728,9065,21075,1,23224.54
729,173858,27079,2,121425.44
730,121661,12645,5,137727.25
731,55789,14962,4,93773.62
732,14623,17041,1,33732.73
733,119506,41494,4,176427.52
734,24638,30821,1,184248.72
735,111051,9453,5,156554.34
736,34453,30364,3,92769.97
737,16176,30944,5,51776.41
738,2113,6206,5,19392.81
739,9,43624,1,165939.3
740,143875,28969,5,175047.01
741,43817,16085,4,187014.45
742,148634,45646,4,109241.44
743,193562,40982,1,85839.49
744,130659,34078,5,183306.69
745,3282,43998,5,11647.12
746,108324,8676,5,43805.95
747,138550,33925,2,160043.77
748,15347,33890,2,12156.46
749,124679,10521,1,49553.46
750,4958,19170,3,188520.12
751,181579,18193,5,176470.67
752,120397,44605,4,15712.43
753,149387,590,3,95502.72
754,25276,46894,5,5227.18
755,3818,34639,5,39803.06
756,1127,11399,4,34633.23
757,35629,47690,5,147216.99
758,98015,18422,5,188364.07
759,8169,16389,2,113775.55
760,98520,19354,4,4628.23
761,103217,43236,4,162858.01
762,7567,35791,2,160935.52
763,158140,44524,2,183076.0
764,61444,30900,1,1426.22
765,156866,33875,2,118002.1
766,118244,27550,1,91993.67
767,78211,29503,4,60929.12
768,69562,1516,3,31974.86
769,137185,25815,4,127063.97
770,135278,36833,5,28350.94
771,74117,48134,4,65300.79
772,72294,41905,1,22684.16
773,178947,10481,4,113533.06
774,119529,28788,2,79103.68
775,138192,11111,5,190730.43
776,97028,32694,5,44250.14
777,136794,37869,1,160508.29
778,184571,45626,1,36887.77
779,32586,30771,1,120924.62
780,168860,43256,2,131271.0
781,188497,2949,3,137289.79
782,182250,46613,3,90613.24
783,173209,19978,2,173770.18
784,159569,40223,5,196794.67
785,119260,9640,3,19990.72
786,40744,30344,4,93199.83
787,47654,9402,1,53060.07
788,130836,21134,1,128641.25
789,21811,24729,5,102972.36
790,137466,18064,4,28316.34
791,52474,10964,4,42826.96
792,143006,27965,5,91330.0
793,22932,47682,3,99845.23
794,5824,30421,3,173186.65
795,132128,30240,1,44768.34
796,47560,23650,3,70626.29
797,154810,27006,1,53108.95
798,145219,2413,2,133103.67
799,79153,46470,2,179030.86
800,188379,43908,4,183194.37
801,159584,28214,3,4667.01
802,35124,2815,3,167201.26
803,197360,9377,4,178677.19
804,25963,12398,2,31495.27
805,147055,34448,4,88983.15
806,136838,16465,4,92921.78
807,48647,1994,2,125141.41
808,99936,39441,1,163942.47
809,70557,7898,2,104834.82
810,101195,5401,4,132221.73
811,50038,9897,2,127019.38
812,64483,20902,3,153311.74
813,132864,42049,3,471.2
814,176089,29216,4,85143.03
815,174340,29408,2,35897.16
816,156278,2873,3,147080.65
817,128055,5663,4,138159.07
818,125627,1998,3,91713.82
819,105887,38369,2,180876.2
820,114465,1745,2,144431.25
821,6757,22457,4,178178.57
822,166447,6175,2,172516.27
823,192837,10868,1,30720.73
824,103478,26625,3,45087.85
825,189916,14244,3,182419.45
826,140313,35559,4,57896.58
827,20152,35854,3,61084.25
828,20411,3589,4,110301.78
829,156103,448,4,59829.19
830,127185,32599,4,8097.99
831,87594,3675,4,44250.8
832,20717,3090,5,104704.17
833,42545,5894,4,173881.79
834,102325,2020,5,109063.29
835,105,20006,4,183094.62
836,126613,34573,3,159491.86
837,129068,46515,4,35398.06
838,39453,1249,3,108041.72
839,109803,10920,3,62066.44
840,123049,21071,4,40394.19
841,137459,42576,3,104742.51
842,146759,30037,4,149000.57
843,150246,38492,2,152612.55
844,94943,42729,1,70208.63
845,176868,47489,4,182155.82
846,156873,46916,3,152859.39
847,47266,1449,3,59848.43
848,161661,19744,5,39414.9
849,35071,23058,3,156989.29
850,89003,7101,1,108704.19
851,109791,39722,3,77051.06
852,173511,10863,3,129143.89
853,140745,46823,5,52632.99
854,89070,29860,3,151325.96
855,103697,40568,3,38144.11
856,65061,13620,3,176467.98
857,147267,19304,4,50627.84
858,22193,36334,2,29738.04
859,184124,10908,5,47693.4
860,18177,47925,5,3437.25
861,67045,28587,5,62936.27
862,87642,24381,2,149593.91
863,63266,7727,5,130684.45
864,8957,30760,2,78404.43
865,149307,9617,5,110867.02
866,4234,42128,2,137242.48
867,187290,37271,4,61736.57
868,156317,26619,2,97451.31
869,125821,3323,4,13328.43
870,75515,11776,5,52540.79
871,67627,31510,4,62032.19
872,175520,18304,1,128830.04
873,160416,13055,5,179260.97
874,89305,19333,5,73232.27
875,174575,48176,4,142754.96
876,30136,39209,1,108784.36
877,143502,28623,4,149594.96
878,144886,23432,4,127740.21
879,166502,34276,4,57900.35
880,178051,29115,2,10171.15
881,184513,41392,3,65332.32
882,151151,34954,2,27004.54
883,101565,11786,1,115722.11
884,100912,36461,3,56841.76
885,93053,31665,2,36785.43
886,176852,12481,4,82356.47
887,125775,44038,1,40915.22
888,161814,29361,3,96621.22
889,151820,27657,1,126669.52
890,108498,11089,1,39139.93
891,85767,24853,1,172830.33
892,184325,3959,1,140328.65
893,70958,11891,3,182991.56
894,43451,45221,3,77439.69
895,197522,37905,4,43906.23
896,79873,32399,5,119015.37
897,170008,10979,3,132311.11
898,152615,37336,3,176027.37
899,44767,41994,5,86116.73
900,154061,10403,5,102951.06
901,149415,4083,4,85218.55
902,40665,36955,4,183683.15
903,116672,19313,1,16436.95
904,192563,844,1,177010.63
905,38107,18859,2,13573.76
906,75259,41536,1,56923.76
907,143633,33595,4,63286.35
908,110477,38604,2,74477.56
909,194695,45503,4,151155.43
910,29386,27902,5,184119.23
911,141590,34963,1,11111.23
912,48263,37867,2,69641.75
913,82699,18350,5,48288.16
914,25371,39329,1,69375.12
915,150770,16969,3,83620.82
916,14708,22704,5,183458.64
917,84930,35695,4,60639.09
918,66733,41565,3,18580.73
919,9090,7866,1,115507.11
920,50462,457,5,81638.83
921,62741,37049,2,184659.77
922,160992,35482,3,73186.81
923,33378,8762,2,188647.02
924,199138,5270,1,73956.85
925,90369,26670,1,8834.64
926,25938,15758,3,134544.67
927,132120,45540,4,52284.48
928,21827,41289,2,31082.89
929,7441,8367,1,81619.46
930,99393,23306,5,180161.93
931,96123,1846,5,70040.96
932,7067,37001,1,31952.74
