order_id,customer_id,order_date,payment_method,amount,status
204,2831,2025-04-02,COD,185096.41,Cancelled
205,74801,2025-10-25,COD,389592.04,Completed
206,7755,2024-09-13,BankTransfer,246353.06,Cancelled
207,89309,2023-03-02,COD,118636.45,Pending
208,39648,2025-06-09,Card,331729.19,Pending
209,72710,2025-04-01,Wallet,63879.54,Completed
210,50231,2024-12-14,Wallet,107688.41,Returned
211,79824,2025-03-22,COD,128403.76,Completed
212,31564,2023-02-26,Wallet,292247.8,Cancelled
213,37387,2023-10-15,COD,276141.76,Pending
214,87423,2022-12-23,Wallet,259794.61,Returned
215,97447,2023-06-24,COD,48748.74,Completed
216,38264,2023-08-24,COD,390066.73,Cancelled
217,4915,2023-12-11,COD,65936.07,Pending
218,87717,2023-11-22,Card,469378.23,Pending
219,89273,2025-01-06,COD,32654.8,Cancelled
220,49240,2024-07-20,Card,439987.46,Cancelled
221,55027,2024-05-01,Card,148923.0,Cancelled
222,20836,2025-12-04,BankTransfer,349929.58,Completed
223,17473,2025-02-25,COD,166642.0,Pending
224,79121,2025-01-18,Card,360021.27,Completed
225,59583,2024-11-21,BankTransfer,240599.98,Cancelled
226,53913,2022-12-20,Wallet,263411.27,Completed
227,34853,2025-05-19,Card,358231.38,Cancelled
228,8931,2025-05-04,Card,66828.03,Completed
229,32598,2025-05-02,Card,133209.56,Completed
230,29948,2025-05-28,BankTransfer,420380.77,Returned
231,28527,2025-07-12,BankTransfer,394916.77,Cancelled
232,27783,2023-09-12,Card,495149.01,Completed
233,61451,2023-05-18,COD,11527.11,Cancelled
234,97482,2023-10-18,BankTransfer,71135.81,Returned
235,20814,2022-12-10,BankTransfer,168690.82,Pending
236,96494,2023-08-10,Wallet,346714.3,Pending
237,17265,2023-05-26,Wallet,157806.17,Pending
238,95652,2023-11-08,Card,173015.62,Pending
239,97734,2024-02-20,Wallet,113757.05,Pending
240,10548,2024-05-20,COD,454800.96,Completed
241,63047,2025-01-12,Card,273799.89,Pending
242,24335,2025-11-19,Card,79884.1,Pending
243,93333,2024-05-25,BankTransfer,291125.91,Returned
244,46581,2025-10-25,Card,79795.55,Returned
245,55890,2022-12-14,Wallet,135960.76,Completed
246,94730,2023-06-10,Card,348066.82,Pending
247,37805,2025-07-11,Card,379102.02,Pending
248,41400,2024-04-19,Wallet,216571.17,Returned
249,83967,2023-05-25,BankTransfer,83628.12,Returned
250,58230,2023-09-12,COD,105805.4,Completed
251,24874,2025-08-17,Wallet,269826.08,Completed
252,81502,2025-06-04,COD,294491.15,Returned
253,6514,2025-02-15,COD,434324.56,Cancelled
254,27433,2023-03-24,COD,134105.91,Returned
255,99198,2025-11-16,Card,306015.74,Cancelled
256,72937,2024-08-31,COD,1375.47,Cancelled
257,32892,2024-01-18,BankTransfer,235648.97,Completed
258,49400,2025-02-04,BankTransfer,199082.61,Returned
259,26062,2025-09-02,BankTransfer,60118.75,Cancelled
260,34174,2025-03-06,Card,445624.47,Completed
261,83050,2025-07-26,Wallet,54074.16,Returned
262,43890,2024-09-16,BankTransfer,132762.67,Returned
263,86694,2024-10-14,COD,367007.89,Pending
264,91586,2025-10-24,Card,90407.63,Returned
265,31857,2024-05-02,Card,38432.23,Cancelled
266,55866,2024-12-17,BankTransfer,484678.0,Pending
267,35296,2023-02-18,COD,146803.72,Returned
268,81874,2025-07-10,COD,30393.09,Completed
269,39278,2023-08-13,BankTransfer,70562.53,Returned
270,43787,2025-04-30,COD,111266.98,Completed
271,70558,2024-07-07,Card,479197.17,Returned
272,83839,2024-02-28,Card,8096.99,Completed
273,41299,2024-02-27,BankTransfer,396406.99,Returned
274,31920,2023-09-04,COD,390468.8,Pending
275,23848,2023-05-27,Wallet,249841.12,Pending
276,69234,2023-03-01,BankTransfer,466453.48,Pending
277,36602,2024-02-10,Card,6766.01,Returned
278,4451,2025-09-06,BankTransfer,247628.06,Cancelled
279,87108,2024-01-24,BankTransfer,126767.74,Completed
280,16630,2023-06-13,Card,380976.65,Pending
281,54948,2023-04-04,Wallet,86663.86,Cancelled
282,80634,2023-04-20,BankTransfer,437544.32,Pending
283,58331,2023-11-10,Wallet,202767.73,Completed
284,90759,2025-04-24,Wallet,67976.59,Cancelled
285,72573,2025-09-15,Card,17423.08,Cancelled
286,54456,2024-08-31,BankTransfer,344741.61,Cancelled
287,8479,2024-06-17,BankTransfer,464231.93,Cancelled
288,28884,2024-05-01,Wallet,484936.66,Cancelled
289,11801,2024-12-03,BankTransfer,437170.84,Cancelled
290,62460,2024-07-30,Wallet,194798.21,Returned
291,6840,2025-11-30,Card,452934.36,Completed
292,41809,2024-08-04,Card,321856.62,Completed
293,63470,2024-02-02,Card,31705.33,Cancelled
294,91621,2025-07-16,Wallet,85473.99,Completed
295,335,2024-09-09,BankTransfer,192573.28,Completed
296,82807,2022-12-25,BankTransfer,153148.81,Pending
297,28618,2025-08-05,COD,168008.73,Pending
298,30370,2024-05-09,COD,367499.21,Returned
299,17259,2025-08-10,Card,29486.99,Pending
300,35335,2025-01-09,BankTransfer,302913.39,Cancelled
301,11879,2024-08-01,Wallet,168353.54,Pending
302,99635,2024-04-02,Wallet,441209.47,Completed
303,61927,2022-12-15,Wallet,28631.34,Returned
304,67310,2024-11-18,BankTransfer,485837.03,Returned
305,90012,2024-01-17,BankTransfer,40509.38,Pending
306,3754,2025-04-04,Card,217265.08,Cancelled
307,37275,2024-05-14,COD,428541.54,Cancelled
308,1445,2025-11-24,BankTransfer,160983.06,Returned
309,14647,2025-07-13,Wallet,425050.82,Returned
310,6631,2025-09-23,BankTransfer,481585.37,Completed
311,57126,2024-10-06,COD,61416.96,Returned
312,66104,2025-07-19,COD,238643.98,Completed
313,63580,2024-09-07,Wallet,115435.61,Pending
314,91810,2025-09-08,Card,383528.12,Returned
315,37533,2025-10-20,COD,54039.15,Pending
316,55789,2023-07-17,COD,387385.94,Pending
317,93256,2024-10-01,COD,337725.85,Cancelled
318,91213,2023-11-23,COD,315689.48,Pending
319,32814,2025-02-01,COD,217183.67,Pending
320,43813,2023-09-15,BankTransfer,250812.67,Completed
321,19191,2024-10-21,Wallet,50249.07,Returned
322,75267,2024-11-23,BankTransfer,134980.01,Cancelled
323,62798,2022-12-15,Card,456699.15,Returned
324,19168,2025-01-31,COD,221014.57,Cancelled
325,23511,2025-08-12,Card,201458.28,Returned
326,49913,2023-05-07,Card,23715.2,Completed
327,66197,2023-10-25,Wallet,442163.44,Cancelled
328,71787,2023-04-18,BankTransfer,376716.41,Completed
329,97712,2025-04-26,Card,45869.91,Completed
330,49850,2025-01-20,Card,75136.87,Completed
331,73503,2023-08-22,Card,61875.0,Pending
332,14834,2025-10-09,Card,326614.82,Returned
333,74759,2024-09-25,COD,79495.45,Pending
334,17209,2024-08-01,Wallet,497550.09,Cancelled
335,66515,2024-09-23,Wallet,286850.91,Completed
336,58648,2024-08-11,Wallet,435074.7,Pending
337,11989,2023-05-31,Card,365043.07,Returned
338,67261,2025-07-19,Card,12291.06,Cancelled
339,59883,2024-04-27,COD,210594.53,Cancelled
340,71757,2023-04-21,Card,180842.66,Completed
341,78790,2023-08-03,BankTransfer,476096.54,Completed
342,67868,2025-04-18,BankTransfer,169210.36,Cancelled
343,16032,2023-01-21,Card,343732.45,Cancelled
344,23373,2023-12-07,BankTransfer,294760.42,Cancelled
345,14818,2025-11-20,BankTransfer,368333.04,Pending
346,90669,2025-07-16,Wallet,30683.36,Returned
347,96325,2024-04-25,Card,465397.64,Returned
348,91235,2023-10-07,Wallet,496504.56,Pending
349,24440,2024-09-24,BankTransfer,277205.66,Cancelled
350,3218,2024-12-13,Wallet,82204.99,Cancelled
351,41035,2024-03-01,BankTransfer,434725.28,Cancelled
352,87891,2024-07-21,Wallet,323677.46,Pending
353,87802,2024-11-18,Card,311987.11,Returned
354,23600,2025-01-08,BankTransfer,442461.99,Completed
355,29438,2024-06-19,Card,365750.77,Returned
356,13889,2023-06-26,COD,459887.03,Completed
357,13354,2024-12-23,BankTransfer,478794.19,Cancelled
358,69766,2023-08-23,Wallet,172473.3,Pending
359,23355,2025-01-12,COD,98996.81,Pending
360,52243,2025-01-12,Card,192757.66,Cancelled
361,14188,2024-06-17,Card,483755.62,Returned
362,11069,2022-12-16,Card,95742.69,Cancelled
363,51184,2022-12-26,COD,295573.97,Cancelled
364,44152,2023-09-21,BankTransfer,42170.71,Pending
365,16258,2024-10-30,BankTransfer,416251.29,Returned
366,68943,2023-06-07,Card,334119.77,Completed
367,53143,2024-02-13,Card,261079.0,Pending
368,57875,2025-08-05,Card,315014.2,Pending
369,24417,2024-02-17,COD,58569.11,Pending
370,45126,2025-05-12,COD,430727.45,Completed
371,8626,2025-10-07,Card,170103.5,Completed
372,48531,2025-07-25,Wallet,84603.15,Completed
373,34398,2023-06-16,BankTransfer,7446.7,Returned
374,77462,2023-08-21,COD,30397.91,Cancelled
375,81283,2025-06-18,BankTransfer,335838.56,Returned
376,22661,2023-05-08,COD,359247.69,Returned
377,60638,2024-12-08,Wallet,74480.04,Completed
378,73795,2024-07-21,COD,302878.44,Cancelled
379,96188,2024-10-12,BankTransfer,241533.39,Returned
380,92967,2024-06-30,Wallet,468597.74,Returned
381,92391,2024-08-07,Wallet,332618.42,Cancelled
382,74396,2025-10-09,Wallet,260189.29,Completed
383,77697,2022-12-17,Wallet,141924.07,Cancelled
384,16534,2023-05-28,BankTransfer,230924.23,Pending
385,46509,2024-05-19,Wallet,123588.49,Cancelled
386,29491,2024-06-04,BankTransfer,339210.38,Pending
387,37479,2025-10-24,COD,297062.07,Returned
388,21585,2025-08-26,BankTransfer,148174.45,Cancelled
389,13930,2024-10-06,Card,6084.8,Cancelled
390,14131,2023-03-10,Wallet,491393.47,Completed
391,98844,2023-02-12,BankTransfer,26542.71,Returned
392,30458,2024-09-22,COD,273528.8,Pending
393,96242,2025-10-20,Card,426016.19,Pending
394,1822,2024-05-03,Card,310556.65,Completed
395,48616,2023-10-30,COD,293485.75,Pending
396,41435,2023-03-20,Card,357563.98,Pending
397,28201,2024-01-12,Card,154097.33,Pending
398,51693,2024-09-16,BankTransfer,194850.96,Pending
399,10905,2023-04-09,Wallet,42307.73,Completed
400,35387,2024-05-31,BankTransfer,2398.19,Returned
401,19234,2023-08-21,Wallet,132315.18,Completed
402,76967,2023-01-23,BankTransfer,407125.32,Cancelled
403,81223,2025-07-14,COD,305821.18,Completed
404,15220,2025-05-24,Wallet,69751.71,Cancelled
405,7894,2025-08-10,Card,213261.96,Pending
406,87265,2024-09-18,Card,9814.1,Completed
407,55726,2023-05-31,BankTransfer,401140.86,Returned
408,80678,2022-12-21,Wallet,230556.2,Returned
409,5599,2025-07-22,COD,138481.59,Returned
410,26733,2023-06-29,COD,384077.89,Cancelled
411,85409,2025-09-12,Wallet,485176.52,Returned
412,54645,2025-01-30,COD,201636.58,Cancelled
413,12566,2024-07-31,BankTransfer,382731.1,Pending
414,46271,2023-04-05,COD,160669.13,Cancelled
415,43675,2024-12-17,Card,379027.91,Pending
416,13333,2025-08-27,Wallet,482555.79,Completed
417,31669,2023-09-20,Wallet,325193.19,Pending
418,54947,2023-02-14,Card,119510.49,Completed
419,57594,2024-10-31,Card,345079.56,Returned
420,82479,2023-08-28,Wallet,422312.73,Returned
421,91698,2025-11-26,Wallet,201886.6,Returned
422,28023,2023-01-07,Card,311022.13,Completed
423,5770,2023-06-03,COD,126311.07,Cancelled
424,61039,2025-08-29,BankTransfer,227309.48,Returned
425,35100,2023-07-02,Card,82961.3,Pending
426,78568,2023-05-19,BankTransfer,417777.35,Returned
427,98085,2024-06-17,COD,48400.02,Pending
428,72361,2025-08-09,Wallet,27967.82,Returned
429,87009,2025-04-20,Wallet,267221.92,Cancelled
430,50877,2025-04-13,Wallet,291259.05,Pending
431,50739,2025-08-04,Wallet,459137.06,Pending
432,4837,2025-09-22,Wallet,101681.42,Cancelled
433,15802,2023-03-24,Card,389012.88,Completed
434,35561,2025-06-05,Wallet,322052.39,Pending
435,88509,2025-11-04,BankTransfer,370848.68,Returned
436,98721,2024-12-24,Wallet,78767.57,Completed
437,92691,2023-02-08,BankTransfer,223257.0,Cancelled
438,22990,2023-04-12,BankTransfer,178072.48,Cancelled
439,13454,2023-11-13,Wallet,349792.5,Completed
440,17188,2023-09-17,Wallet,296787.48,Pending
441,19335,2025-11-19,COD,483769.4,Completed
442,77940,2025-08-07,Wallet,69412.85,Pending
443,11371,2024-01-28,BankTransfer,236814.47,Completed
444,1570,2025-04-16,COD,346940.14,Cancelled
445,76978,2024-06-08,BankTransfer,184423.53,Pending
446,30752,2024-06-02,COD,461600.54,Pending
447,41258,2024-09-09,BankTransfer,426286.88,Pending
448,68769,2023-03-29,Wallet,436469.63,Cancelled
449,96119,2024-11-29,COD,304541.32,Cancelled
450,41742,2024-03-10,BankTransfer,235868.11,Pending
451,37276,2025-10-26,Wallet,183984.81,Cancelled
452,41383,2023-10-05,COD,59891.54,Completed
453,9310,2025-09-16,Card,474120.87,Completed
454,4639,2025-11-24,Wallet,131849.81,Returned
455,63640,2025-12-02,BankTransfer,401049.5,Returned
456,53124,2025-01-11,Wallet,5999.39,Returned
457,7630,2025-06-10,BankTransfer,190779.79,Cancelled
458,32521,2025-03-13,BankTransfer,285574.56,Cancelled
459,56676,2023-09-08,BankTransfer,157224.07,Pending
460,43846,2023-08-30,BankTransfer,96988.39,Cancelled
461,57880,2025-04-07,COD,35771.65,Pending
462,2266,2023-11-05,Card,494554.83,Returned
463,91490,2025-02-21,Wallet,443210.57,Returned
464,36417,2025-09-17,BankTransfer,156210.61,Completed
465,32145,2024-08-21,COD,7946.05,Pending
466,58468,2024-04-21,COD,270310.88,Cancelled
467,98725,2024-04-21,BankTransfer,160778.87,Returned
468,6573,2023-09-25,Wallet,57920.2,Completed
469,97556,2024-01-09,BankTransfer,395163.99,Pending
470,65851,2023-02-06,COD,169120.11,Cancelled
471,39002,2023-06-21,Wallet,486427.25,Cancelled
472,95627,2025-10-14,Card,353106.01,Returned
473,18871,2023-03-23,Card,419867.98,Cancelled
474,21755,2023-03-10,Card,310910.04,Completed
475,21740,2024-03-07,Card,280873.77,Cancelled
476,68154,2025-07-14,BankTransfer,214046.25,Completed
477,49252,2025-07-02,COD,41604.06,Cancelled
478,58235,2024-11-20,COD,368715.6,Cancelled
479,29670,2024-12-03,COD,169953.73,Completed
480,11725,2025-04-10,Wallet,98381.36,Completed
481,42382,2025-02-07,Card,57250.94,Completed
482,36812,2025-06-19,Wallet,39217.98,Returned
483,24821,2024-10-05,Card,237734.9,Returned
484,85373,2024-03-19,Wallet,418500.83,Pending
485,92212,2025-04-02,COD,64399.74,Cancelled
486,22690,2025-02-12,COD,257392.25,Completed
487,11455,2023-09-11,COD,189584.35,Pending
488,59514,2024-09-29,Wallet,269981.91,Returned
489,93595,2024-05-01,BankTransfer,29064.88,Pending
490,1014,2023-02-14,COD,267590.86,Completed
491,4390,2025-03-29,COD,275005.5,Returned
492,246,2024-03-05,Card,435048.26,Returned
493,45028,2025-07-28,Wallet,99792.6,Cancelled
494,58552,2025-01-29,Wallet,407379.85,Completed
495,69057,2023-06-16,COD,375721.88,Returned
496,26970,2024-08-07,BankTransfer,457234.95,Completed
497,75368,2025-09-30,Wallet,456470.77,Cancelled
498,85397,2023-10-09,BankTransfer,383081.69,Pending
499,56736,2023-01-02,BankTransfer,462631.1,Pending
500,76377,2023-12-13,COD,129514.3,Cancelled
501,36364,2023-02-25,BankTransfer,77857.01,Cancelled
502,80473,2024-09-24,Wallet,140221.6,Returned
503,40602,2025-08-11,BankTransfer,419942.98,Cancelled
504,82960,2023-10-10,Card,156796.16,Pending
505,39118,2025-02-03,Wallet,409333.65,Returned
506,79342,2024-03-18,COD,186018.03,Returned
507,10914,2023-09-11,Wallet,399762.33,Returned
508,31601,2024-12-04,Wallet,423594.76,Cancelled
509,24472,2024-12-30,BankTransfer,338952.35,Completed
510,60104,2023-03-12,Card,489790.12,Returned
511,9179,2024-02-23,BankTransfer,365173.43,Completed
512,17344,2024-05-30,BankTransfer,122606.7,Cancelled
513,2253,2023-01-22,BankTransfer,492206.7,Completed
514,37021,2023-06-29,BankTransfer,341921.95,Cancelled
515,21919,2025-05-13,BankTransfer,217897.63,Returned
516,21311,2023-10-08,Wallet,245989.65,Pending
517,65835,2024-08-10,Card,383072.93,Pending
518,81939,2023-05-16,Card,376631.37,Completed
519,65080,2023-01-21,Card,420560.83,Pending
520,90812,2024-11-04,COD,120396.69,Returned
521,61483,2025-01-11,Card,474035.04,Cancelled
522,31024,2024-11-17,Wallet,130791.83,Completed
523,88360,2025-06-07,BankTransfer,240267.44,Cancelled
524,81186,2024-06-23,BankTransfer,105725.78,Cancelled
525,32110,2023-05-03,Wallet,217172.05,Cancelled
526,49777,2023-10-02,BankTransfer,324960.78,Pending
527,17537,2023-07-10,BankTransfer,245947.14,Returned
528,66835,2023-08-11,Card,124296.79,Returned
529,32001,2024-02-10,Card,193541.76,Cancelled
530,82296,2025-12-01,Card,297261.07,Pending
531,54360,2024-07-12,COD,448885.81,Cancelled
532,88280,2023-12-03,Card,211885.24,Cancelled
533,66919,2023-06-01,Card,287454.58,Pending
534,71137,2025-09-09,Card,455430.0,Completed
535,75036,2024-11-03,Card,420538.75,Completed
